id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
DeltoidAnterior/LVBBShoulderPress,Lever Barbell Shoulder Press (plate loaded),Push,"
;Deltoid, Anterior;
","
;Pectoralis Major, Clavicular;
;Triceps Brachii;
;Deltoid, Lateral;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Trapezius, Upper;
;Levator Scapulae;
","
;Triceps, Long Head;
;Biceps Brachii;
",,"Preparation

Sit on bench with bar positioned in front of shoulders. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.

Execution

Press bar upward until arms are extended overhead. Lower bar to front of shoulders and repeat.

Comments

Pull head back slightly so bar does not head. Range of motion will be compromised if grip is too wide.
"
LatissimusDorsi/CBOneArmPulldown,Cable One Arm Pulldown,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Teres Major;
;Deltoid, Posterior;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
","
;Obliques;
;Psoas major;
;Quadratus lumborum;
;Iliocastalis lumborum;
;Iliocastalis thoracis;
","
;Biceps Brachii;
;Triceps, Long Head;
",,"Preparation

Grasp stirrup in one hand. Sit with thighs under supports.

Execution

Pull down cable attachment to side of chest. Return until arm and shoulder is fully extended, allowing shoulder to raise. Repeat and continue with other arm.
"
WristFlexors/LVWristCurlPL,Lever Wrist Curl (plate loaded),Pull,"
;Wrist Flexors;
","
;None ;
","
;No significant stabilizers ;
",,,"Preparation

Grasp bar with underhand grip. Place forearm on padded platform.

Execution

Raise bar up until wrist is fully flexed. Lower and repeat.
"
DeltoidLateral/LVLateralRaise,Lever Lateral Raise,Pull,"
;Deltoid, Lateral;
","
;Deltoid, Anterior;
;Supraspinatus;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Trapezius, Upper;
;Levator Scapulae;
",,,"Preparation

Sit in machine. Situate bent arms between padded lever and sides of body. Grasp handles if available.

Execution

Raise arms to sides until upper arms are horizontal. Return and repeat.

Comments

If necessary, lean forward slightly to keep elbows directly lateral to body. Also see alternative machine.
"
LatissimusDorsi/CBAlternatingCloseGripPulldown,Cable Alternating Close Grip Pulldown,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Teres Major;
;Deltoid, Posterior;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
",,"
;Biceps Brachii;
;Triceps, Long Head;
",,"Preparation

Grasp stirrups in each hand. Sit with thighs under supports.

Execution

Pull down one cable attachment to side of chest. Return until arm and shoulder is fully extended. Repeat with opposite arm, alternating between sides.
"
WristFlexors/BBWristCurl,Barbell Wrist Curl,Pull,"
;Wrist Flexors;
","
;None ;
","
;No significant stabilizers ;
",,,"Preparation

Sit and grasp bar with narrow to shoulder width underhand grip. Rest forearms on thighs with wrists just beyond knees.

Execution

Allow barbell to roll out of palms down to fingers. Raise barbell back up by gripping and pointing knuckles up as high as possible. Lower and repeat.
"
Biceps/CBBarCurl,Cable Bar Curl,Pull,"
;Biceps Brachii;
","
;Brachialis;
;Brachioradialis;
","
;Deltoid, Anterior;
;Trapezius, Upper;
;Trapezius, Middle;
;Levator Scapulae;
;Wrist Flexors;
",,,"Preparation

Grasp low cable bar with shoulder width underhand grip. Stand close to cable bar.

Execution

With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.

Comments

When elbows are fully flexed, they can travel slightly forward, allowing forearms to be no more than vertical. This additional movement allows for relative release of tension in muscles between repetitions. Platform can be placed in front of feet to rest cable bar in between sets. See exercise performed with platform.
"
DeltoidPosterior/DBInclineRearDeltRow,Dumbbell Incline Rear Delt Row,Pull,"
;Deltoid, Posterior;
","
;Infraspinatus;
;Teres Minor;
;Deltoid, Lateral;
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Brachialis;
;Brachioradialis;
",,"
;Biceps Brachii;
",,"Preparation

Lie chest down on elevated bench. Grasp dumbbells below.

Execution

Keeping upper arm perpendicular to torso and dumbbells just below elbows, pull dumbbells up until elbows are just above shoulders. Return and repeat.

Comments

If upper arm travels closer than perpendicular to trunk, latissimus dorsi becomes involved. Elbows should be raised directly lateral to shoulders. Bench should be just high enough to prevent dumbbells from hitting floor and close to horizontal. Also see exercise performed on Lying Rear Delt Apparatus. Lying on 45° incline is too high of angle to target rear deltoids. Horizontal surface offers more ideal surface as long as bench is high enough to permit full range of motion at bottom most position. Much lighter resistance is required as Dumbbell Incline Row.
"
TrapeziusUpper/SLXGripShrug,Sled Gripless Shrug,Pull,"
;Trapezius, Upper;
","
;Trapezius, Middle;
;Levator Scapulae;
","
;Erector Spinae;
",,,"Preparation

Stand with shoulders under padded bar.

Execution

Elevate shoulders as high as possible. Lower and repeat.
"
DeltoidAnterior/CBSeatedFrontRaise,Cable Seated Front Raise,Push,"
;Deltoid, Anterior;
","
;Pectoralis Major, Clavicular;
;Deltoid, Lateral;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Trapezius, Upper;
;Levator Scapulae;
;Wrist Extensors;
",,,"Preparation

Sit on seat above twin cable pulleys. Grasp stirrups on each side. Sit upright with arms straight down to each side with palms facing back.

Execution

Raise stirrups forward and upward until upper arms are well above horizontal. Lower and repeat.

Comments

Height of movement may depend on range of motion or when stirrup or cable makes contact with underside of forearm. Raise should be limited to height achieved just before tightness is felt in shoulder capsule. Alternatively, height just above horizontal may be considered adequate. Elbows may be kept straight or slightly bent throughout movement.
"
Triceps/STTricepsExtension,Suspended Triceps Extension,Push,"
;Triceps Brachii;
",,"
;Pectoralis Major, Sternal;
;Pectoralis Major, Clavicular;
;Latissimus Dorsi;
;Teres Major;
;Rhomboids;
;Levator Scapulae;
;Deltoid, Posterior;
;Pectoralis Minor;
;Serratus Anterior;
;Rectus Abdominis;
;Obliques;
;Quadriceps;
;Gastrocnemius;
;Wrist Flexors;
",,,"Preparation

Grasp handles and step forward between suspension trainers. Position arms downward and slightly forward, nearly parallel with suspension straps. Lean forward, placing upper body weight onto handles with arms straight, while stepping back onto forefeet so body is leaning forward at desired angle. Straighten body, so torso is in-line with legs.

Execution

Lower body by bending elbows, allowing head to travel between suspension handles. Raise body up and back up until arms are extended. Repeat.

Comments

Both upper and lower body should be kept straight throughout movement. Angle of body affects difficulty of movement. See Gravity Vectors for greater understanding of how body angle influences resistance. Also see Suspended Triceps Extension with Triceps Rope. This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings.
"
Triceps/DBDeclineTriExt,Dumbbell Decline Triceps Extension,Push,"
;Triceps Brachii;
","
;None ;
","
;Deltoid, Anterior;
;Pectoralis Major, Sternal;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Extensor Carpi Ulnaris;
;Flexor Carpi Ulnaris;
",,,"Preparation

Lie on decline bench and position dumbbells over shoulders with arms extended.

Execution

Lower dumbbells by bending elbow until they are to sides of head; dumbbells touch shoulder. Extend arm. Repeat.
"
Triceps/ASTriDip,Machine-assisted Triceps Dip,Push,"
;Triceps Brachii;
","
;Deltoid, Anterior;
;Pectoralis Major, Sternal;
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
;Latissimus Dorsi;
","
;Trapezius, Lower;
","
;Biceps Brachii;
",,"Preparation

Mount shoulder width dip bar, arms straight with shoulders above hands. Step down onto assistance lever. Keep hips and knees straight.

Execution

Lower body until slight stretch is felt in shoulders. Push body up until arms are straight. Repeat.
"
DeltoidLateral/CBUprightRow,Cable Upright Row,Pull,"
;Deltoid, Lateral;
","
;Deltoid, Anterior;
;Supraspinatus;
;Brachialis;
;Brachioradialis;
;Biceps Brachii;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
;Infraspinatus;
;Teres Minor;
","
;Trapezius, Upper;
;Levator Scapulae;
",,,"Preparation

Grasp cable bar with shoulder width or slightly narrower overhand grip. Stand close to pulley.

Execution

Pull bar to neck with elbows leading. Allow wrists to flex as bar rises. Lower and repeat.

Comments

See Upright Row Safety.
"
Triceps/LVTriExt2,Lever Triceps Extension,Push,"
;Triceps Brachii;
","
;None ;
","
;Pectoralis Major, Sternal;
;Deltoid, Posterior;
;Latissimus Dorsi;
;Teres Major;
;Pectoralis Minor;
;Trapezius, Lower;
;Extensor Carpi Ulnaris;
;Flexor Carpi Ulnaris;
",,,"Preparation

Sit on seat with arm pads apart to sides. Slide arm pads closer together to sides of the chest. Grasp handles and places back of upper arms on padding.

Execution

Push the lever down until arms are fully extended. Return until forearms contact upper arms. Repeat.
"
LatissimusDorsi/LVFrontPulldownPL,Lever Front Pulldown (plate loaded),Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Biceps Brachii;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Minor;
",,"
;Triceps, Long Head;
",,"Preparation

Grasp lever bar with wide grip. Sit with thighs under supports.

Execution

Pull down lever bar to upper chest. Return until arms and shoulders are fully extended. Repeat.
"
LatissimusDorsi/CBFrontPulldownProLatBar,Cable Pulldown (pro lat bar),Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Biceps Brachii;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Minor;
",,"
;Triceps, Long Head;
",,"Preparation

Grasp pro lat bar with wide parallel grip. Sit with thighs under supports.

Execution

Pull down cable bar to upper chest. Return until arms and shoulders are fully extended. Repeat.
"
DeltoidAnterior/LVReclinedShoulderPress,Lever Reclined Shoulder Press,Push,"
;Deltoid, Anterior;
","
;Deltoid, Lateral;
;Supraspinatus;
;Triceps Brachii;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Trapezius, Upper;
;Levator Scapulae;
","
;Triceps, Long Head;
;Biceps Brachii;
",,"Preparation

Lie on back pad facing up. Grasp lever handles to each side with overhand grip.

Execution

Press lever until arms are extended. Lower and repeat.

Comments

Range of motion will be compromised if grip is too wide.
"
DeltoidPosterior/CBStandingReverseFly,Cable Reverse Fly,Pull,"
;Deltoid, Posterior;
","
;Deltoid, Lateral;
;Infraspinatus;
;Teres Minor;
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
","
;Triceps Brachii;
;Wrist Extensors;
;Erector Spinae;
",,,"Preparation

Stand facing twin pulley cables positioned close together and approximately shoulder height. Grasp stirrup cable attachment in each hand. Step back away from machine so cable is taut. Stand with feet staggered. Point elbows outward with arms straight or slightly bent.

Execution

Pull stirrups out to sides, maintaining stiff elbow position throughout exercise. Return to original position and repeat.

Comments

Upper arms should travel in horizontal path at shoulder height (not downward) to minimize Latissimus Dorsi involvement.
"
DeltoidPosterior/LVReverseFlyOverhand,Lever Seated Reverse Fly (overhand grip),Pull,"
;Deltoid, Posterior;
","
;Infraspinatus;
;Teres Minor;
;Deltoid, Lateral;
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
","
;Triceps Brachii;
;Wrist Extensors;
",,,"Preparation

Sit on machine with chest against pad. Grasp horizontal handles with overhand grip at shoulder height. Internally rotate shoulders so elbows are also at height of shoulders.

Execution

Keeping elbows pointed high, pull handles apart and to rear until elbows are just behind back Return and repeat.

Comments

Keep elbows raised at same height of shoulders to minimize Latissimus Dorsi involvement. Exercise can also be performed with parallel grip, either with thumbs up or thumbs down positioning.
"
DeltoidLateral/LVExtendedArmLateralRaise,Lever Extended Arm Lateral Raise,Pull,"
;Deltoid, Lateral;
","
;Deltoid, Anterior;
;Supraspinatus;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Trapezius, Upper;
;Levator Scapulae;
;Wrist Extensors;
",,,"Preparation

Stand facing machine and grasp lever handles to each side with elbows straight or slightly bent.

Execution

Raise lever handles to sides until elbows are shoulder height. Maintain elbows' height above or equal to wrists. Lower and repeat.

Comments

If elbows drop much lower than wrists, front deltoids become primary mover instead of lateral deltoids. Torso can also lean forward slightly to keep resistance targeted to side delt.
"
Triceps/CBBarPushdown,Cable Bar Pushdown,Push,"
;Triceps Brachii;
","
;None ;
","
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
;Trapezius, Lower;
;Rectus Abdominis;
;Obliques;
;Wrist Flexors;


;
",,"
;Erector Spinae;
","Preparation

Position adjustable pulleys slightly above head. Face cable bar and grasp with overhand narrow grip. Position elbows to side.

Execution

Extend arms down. Return until forearm is close to upper arm. Repeat.
"
DeltoidLateral/SMWideGripUprightRow,Smith Wide Grip Upright Row,Pull,"
;Deltoid, Lateral;
;
","
;Deltoid, Anterior;
;
;Supraspinatus;
;
;Brachialis;
;
;Brachioradialis;
;
;Biceps Brachii;
;
;Trapezius, Middle;
;
;Trapezius, Lower;
;
;Serratus Anterior,
Inferior Digitations
;
;
;Infraspinatus;
;
;Teres Minor;
;
","
;Trapezius, Upper;
;
;Levator Scapulae;
;
",,,"Preparation

Stand behind bar mid-thigh height. Grasp bar with wide grip overhand grip. Disengage bar by rotating bar back and stand upright.

Execution

Pull bar to neck with elbows leading. Allow wrists to flex as bar rises. Lower and repeat.

Comments

See Upright Row Safety.
"
