id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
DeltoidLateral/LVExtendedArmKneelingLateralRaise,Lever Extended Arm Kneeling Lateral Raise,Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae;Wrist Extensors",,,"Preparation

Kneel on shin pads facing machine and grasp lever handles to each side with elbows straight or slightly bent.

Execution

Raise lever handles to sides until elbows are shoulder height. Maintain elbows' height above or equal to wrists. Lower and repeat.
"
Triceps/BBCloseGripBenchPress,Barbell Close Grip Bench Press,Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular",,Biceps Brachii,,"Preparation

Lie on bench and grasp barbell from rack with shoulder width grip.

Execution

Lower weight to chest with elbows close to body. Push barbell back up until arms are straight. Repeat.
"
DeltoidAnterior/BBInclineFrontRaise,Barbell Incline Front Raise,Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations",Serratus Anterior;Wrist Extensors,,,"Preparation

Grasp barbell with shoulder width overhand grip. Lie supine on upper portion of 45 degree incline bench with legs straight. Position barbell on top of upper thighs.

Execution

With elbows straight or slightly bent, raise barbell up and over shoulders until uppers arm are vertical. Lower barbell to upper thigh and repeat.
"
DeltoidAnterior/LVBBShoulderPress,Lever Barbell Shoulder Press (plate loaded),Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Triceps Brachii;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head;Biceps Brachii",,"Preparation

Sit on bench with bar positioned in front of shoulders. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.

Execution

Press bar upward until arms are extended overhead. Lower bar to front of shoulders and repeat.
"
DeltoidAnterior/CBAlternatingFrontRaise,Cable Alternating Front Raise,Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae;Wrist Extensors",,,"Preparation

Stand with low double pulleys behind. Grasp stirrup attachments, one in each hand. Stand away from pulley slightly with arms back somewhat at side and elbows straight or slightly bent.

Execution

Raise one stirrup forward and upward until upper arm is well above horizontal. Lower and repeat with opposite arm, alternating between arms.
"
Triceps/LVAltTriExt,Lever Alternating Triceps Extension,Push,Triceps Brachii,,"Pectoralis Major, Sternal;Deltoid, Posterior;Latissimus Dorsi;Teres Major;Pectoralis Minor;Trapezius, Lower;Extensor Carpi Ulnaris;Flexor Carpi Ulnaris",,,"Preparation

Sit on seat. Grasp handles and place back of upper arms on padding.

Execution

Push one lever out and down until arm is fully extended. Return until forearm contacts upper arm. Repeat with opposite arm. Continue alternating movement between arms.
"
Pronators/DBLyingPronationUp,Dumbbell Lying Pronation (arm up),Push,Pronators,,No significant stabilizers,,,"Preparation

Lie on bench or mat. With hand of upper arm, grasp unilaterally loaded dumbbell; pinkie positioned near weighted side. Bend elbow approximately 90-degrees and place arm on hip or side of waist. Position thumb upward (supinated).

Execution

Rotate dumbbell so thumb turns downward (pronation). Return and repeat.
"
BackGeneral/CBLyingRow,Cable Lying Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Straddle head of bench and grasp stirrups on two high pulley cables. Lie on bench with stirrups in each hand and arms extended upward.

Execution

Pull stirrups down to each side of chest until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched upward. Repeat.
"
Brachialis/BBPreacherCurl,Barbell Preacher Curl,Pull,Brachialis,Biceps Brachii;Brachioradialis,Wrist Flexors,,,"Preparation

Sit on preacher bench placing back of arms on pad. Grasp curl bar with shoulder width underhand grip.

Execution

Raise bar until forearms are vertical. Lower barbell until arms are fully extended. Repeat.
"
Supinators/DBSeatedSupination,Dumbbell Seated Supination,Pull,Supinator,Biceps Brachii,,,,"Preparation

Sit next to elevated surface, approximately arm pit height. With hand of arm next to elevated surface, grasp unilaterally loaded dumbbell; thumb next to side with weight. Bend elbow approximately 90-degrees and place upperarm on elevated surface. Position thumb downward (pronated).

Execution

Rotate dumbbell so thumb turns upward (supination). Return and repeat.
"
LatissimusDorsi/CBRearPullup,Cable Rear Pull-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Biceps Brachii;Teres Major;Pectoralis Major, Sternal;Pectoralis Minor;Rhomboids;Levator Scapulae;Trapezius, Lower",,"Triceps, Long Head",,"Preparation

Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt. Step up and grasp bars with overhand wide grip. Lift legs off of steps or floor.

Execution

Pull body up until bar touches back of neck. Lower body until arms and shoulders are fully extended. Repeat.
"
BackGeneral/CBWideGripStrBackSeatedRow,Cable Wide Grip Straight Back Seated Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis;Obliques,"Preparation

Sit slightly forward on bench or platform in order to grasp cable bar attachment. With wider than shoulder width overhand grip, straighten torso upright and slide hips back until knees are only
slightly bent.

Execution

Pull cable attachment to waist. Pull shoulders back and lift chest by arching back. Return until arms are extended, back is straight, and shoulders are stretched forward. Repeat.

Comments

Also see Cable Wide Grip Seated Row.
"
Triceps/LVBBCloseGripBenchPress,Lever Barbell Close Grip Bench Press (plate loaded),Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular",,Biceps Brachii,,"Preparation

Lie on bench with bar above chest and grasp bar with shoulder width or slightly narrower grip. Disengage bar by rotating bar back.

Execution

Lower weight to chest with elbows close to body. Push barbell back up until arms are straight. Repeat.
"
DeltoidAnterior/STFrontRaise,Suspended Front Raise,Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Erector Spinae;Gluteus Maximus;Hamstrings;Trapezius, Upper;Levator Scapulae;Wrist Extensors",,Rectus Abdominis;Obliques,"Preparation

Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle, hanging from handles with arms straight and palms facing downward.

Execution

Raise arms upward over head by flexing shoulders with arms straight. Return and lower body back until arms are extended straight forward in original position. Repeat.

Comments

At higher angles, feet can be placed flat on floor. When angled further back, only heels may contact floor with forefeet raising upward. Dismounting can be achieved by walking backward until body is upright. This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings
"
Splenius/WtNeckExt,Weighted Seated Neck Extension,Pull,Splenius,"Trapezius, Upper;Levator Scapulae;Erector Spinae, Cervicis & Capitis Fibers;Sternocleidomastoid, Posterior Fibers",No significant stabilizers,,,"Preparation

Place folded towel on weight plate. On bench or stool, sit bent over on thighs. With both hands, place plate(s) on back of head with towel placed in between for comfort.

Execution

Move head up by hyperextending neck up as high as possible. Return by bending neck down until chin touches upper chest. Repeat.
"
DeltoidAnterior/SMShoulderPress,Smith Shoulder Press,Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Triceps Brachii;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head;Biceps Brachii",,"Preparation

Sit on bench with bar positioned in front of shoulders. Grasp bar with wide overhand grip. Disengage bar by rotating bar back.

Execution

Press bar upward until arms are extended overhead. Lower bar to front of shoulders and repeat.
"
Triceps/BBJMPress,Barbell JM Bench Press,Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular",Wrist Flexors,Biceps Brachii,,"Preparation

Lie on bench with back flat on bench and grasp barbell from rack with shoulder width or slightly narrower grip.

Execution

Lower in straight line toward neck while keeping elbows relatively high and bending them out to sides, approximately 45° from midline of body. Flex wrists slightly as bar is lowered as to keep weight of bar on base of palms. Pause when forearms mak e solid contact with biceps. Push barbell back up until arms are straight. Repeat.
"
HipFlexors/BWKneelingWheelRollout,Wheel Rollout,Pull,Iliopsoas,"Tensor Fasciae Latae;Sartorius;Pectineus;Adductor Longus;Adductor Brevis;Latissimus Dorsi;Teres Major;Pectoralis Major, Sternal;Pectoralis Minor;Deltoid, Posterior;Rhomboids","Rectus Abdominis;Obliques;Triceps Brachii;Pectoralis Major, Clavicular;Wrist Flexors",Rectus Femoris,Erector Spinae,"Preparation

Kneel on floor or mat. Grasp handles on wheel to each side with overhand grip. Position wheel near front of knees and lean over wheel with arms extended downward, supporting upper body.

Execution

With arms straight, roll wheel out as far as possible. Lower body gently to floor extending arms forward. Raise body back up by flexing hips and pulling arms back to original position. Return until hips are extended. Repeat.

Comments

Keep elbows straight or nearly straight throughout exercise. Also known as Wheel Kneeling Rollout. Rectus Abdominis and Obliques practically contract isometrically since little waist flexion occurs under resistance. With no waist flexion, Rectus Abdominis and External Oblique act to stabilize pelvis and waist during hip flexion. See target muscle of rollout question. Also see Spot Reduction Myth and Lower Ab Myth.

Easier

Descending only part way down is much easier and can be performed in this way to progress into exercise. Movement can also be made easier by performing exercise up an incline (i.e. end of incline ab board or decline bench) or assisted by cable.

Cable Assisted Wheel Rollout
"
BackGeneral/LVCloseGripTBarRow,Lever Close Grip T-bar Row (plate loaded),Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus;Quadriceps,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis;Obliques,"Preparation

Bend knees slightly and bend over lever handles with back straight. Grasp parallel lever handles.

Execution

Pull handles up to waist. Return until arms are extended and shoulders are stretched downward. Repeat.

Comments

Closer grip increases lat involvement by emphasizing shoulder extension over transverse extension. Keep low back straight. Lighten load if torso raises beyond 45 degrees in order to complete repetition. See Gravity Vectors to understand how load would be decreased by positioning torso too high. Also see Lever T-Bar Row.
"
LatissimusDorsi/AsChinupSelf,Self-assisted Pull-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Biceps Brachii;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Rhomboids;Levator Scapulae;Trapezius, Middle;Trapezius, Lower;Pectoralis Minor",,"Triceps, Long Head",,"Preparation

Stand facing fixed horizontal bar at neck height. Grasp bar with wide overhand grip. Position feet forward on floor, slightly in front of bar.

Execution

Lower body under bar until arms and shoulders are fully extended. If necessary, use minimal assistance of lower body to control descent, allowing knees and hips to bend, keeping flat on floor. Pull body up until chin is just above bar, again with minimal assistance from legs. Repeat.

Comments

If lower body is used for assistance, Hip and Knee Extensors muscles are utilized. Back extensors may be activated minimally as stabilizer through spine. Range of motion will be compromised if grip is too wide.
"
Triceps/DBLyingTriExt,Dumbbell Lying Triceps Extension,Push,Triceps Brachii,,"Deltoid, Anterior;Pectoralis Major, Clavicular;Pectoralis Major, Sternal;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Extensor Carpi Ulnaris;Flexor Carpi Ulnaris",,,"Preparation

Lie on bench and position dumbbells over head with arms extended.

Execution

Lower dumbbells by bending elbow until they are to sides of head. Extend arm. Repeat.
"
